TagNumber,Make,Year,Expired,TicketProcessing,TicketAll,Insurance,Horsepower,Torque,Length,Width,Weight,EngineSize,ABS,BreakAssist,GPS,CompanyNumber
441-GG,ISUZU,200306,無,0,8,有,130.5kw(175.0hp),47.9kg-m,805,235,8.7,4751,無,無,無,403
491-CC,順益,200907,無,13,115,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,403
543-DD,順益,200908,無,0,3,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,403
603-W2,順益,201505,無,0,2,有,199kW,80kg-m,1207,250,16.1,7545,有,引擎排氣煞車,有,403
735-AA,國瑞,200501,無,13,32,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,403
775-V6,國瑞,201506,無,0,0,有,208.88kW(284PS),88kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,403
A4-422,MITSUBISHI,200103,無,0,7,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,403
Y3-666,VOLVO,200005,無,0,5,有,287kw,200.4kg-m,1220,250,17.0,12130,有,引擎排氣煞車,無,403
Z5-362,ISUZU,200308,無,0,25,有,130.5kw(175.0hp),47.9kg-m,805,235,8.7,4751,無,無,無,403
027-GG,TOYOTA,200405,有,1,6,有,無資料,無資料,699,203,5.29,4104,無,無,無,422
232-HH,TOYOTA,200509,無,0,3,有,無資料,無資料,699,203,5.29,4104,無,無,無,422
410-JJ,TOYOTA,200605,無,0,6,有,無資料,無資料,699,203,5.29,4104,無,無,無,422
729-WW,TOYOTA,199801,無,0,3,有,無資料,無資料,699,202,5.29,4104,無,無,無,422
865-WW,VOLVO,199506,無,0,2,有,269kw,179.7kg-m,1220,250,17.0,11978,無,引擎排氣煞車,有,422
913-V6,VOLVO,200201,有,1,0,有,287kw,200.4kg-m,1219,250,2.48,12130,有,引擎排氣煞車,無,422
947-HH,VOLVO,200301,無,0,16,有,無資料,無資料,1219,250,23.5,12130,無,無,無,422
GG-960,TOYOTA,199707,無,0,4,有,無資料,無資料,691,225,5.29,4104,無,無,無,422
Y3-099,VOLVO,199901,無,0,10,有,310kw,188.7kg-m,1220,250,17.0,12130,無,引擎排氣煞車,有,422
Y3-668,VOLVO,200005,有,1,12,有,287kw,200.4kg-m,1220,250,17.0,12130,有,引擎排氣煞車,無,422
Z5-330,TOYOTA,200401,無,1,7,有,無資料,無資料,699,203,5.29,4104,無,無,無,422
Z5-360,TOYOTA,200402,有,1,32,有,無資料,無資料,699,203,5.29,4104,無,無,無,422
379-WW,斯堪尼亞,201306,無,0,3,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,433
427-V6,順益,201005,無,0,1,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,433
570-V6,斯堪尼亞,201209,無,0,0,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,433
640-V8,斯堪尼亞,201403,無,0,33,有,無資料,無資料,1220,250,17.0,12740,無,無,無,433
051-V6,順益,200402,無,0,0,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,444
503-JJ,成運,200603,無,0,24,有,無資料,無資料,1220,250,17.0,10640,無,無,有,444
585-WW,斯堪尼亞,201209,無,0,3,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,444
603-TT,順益,201204,無,0,3,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,444
618-V6,福方,200403,無,0,1,有,無資料,無資料,1220,250,17.0,10640,無,無,無,444
665-V6,VOLVO,200205,無,0,7,有,224kw,131.5kg-m,1220,250,16.5,7284,無,引擎排氣煞車,無,444
705-V6,國瑞,201409,無,0,0,有,208.88kW(284PS),88kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,444
713-V6,國瑞,201409,無,0,0,有,208.88kW(284PS),88kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,444
A3-836,SCANIA,200003,無,0,9,有,無資料,無資料,1220,250,17.0,10640,無,無,無,444
A5-565,國瑞,200301,無,0,64,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,444
532-VV,斯堪尼亞,201310,無,0,2,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,479
009-HH,順益,200404,無,0,12,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
016-HH,順益,200402,無,0,16,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
022-HH,順益,200405,無,1,6,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
101-MM,順益,200604,無,0,21,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
217-KK,順益,200502,無,0,7,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
305-NN,順益,200402,無,0,8,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
332-GG,順益,200401,無,0,15,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
339-YY,MITSUBISHI,200203,無,0,0,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,502
402-JJ,順益,200602,無,0,19,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
556-V8,斯堪尼亞,201309,無,0,2,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,有,502
693-AA,順益,200407,無,0,23,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
699-DD,順益,200901,無,0,2,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,502
700-DD,順益,200901,無,0,9,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,502
732-AA,順益,200405,無,0,11,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
747-DD,國瑞,201002,無,0,2,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,502
761-V6,MITSUBISHI,200010,無,0,0,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,502
786-QQ,順益,200801,無,0,4,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,502
799-WW,斯堪尼亞,201303,無,0,2,有,294.0kW,214.2kg-m,1220,250,17.0,12740,有,引擎排氣煞車,無,502
880-MM,順益,200612,無,0,9,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,有,502
898-NN,成運,200608,無,0,2,有,無資料,無資料,1220,250,17.0,10640,無,無,無,502
968-RR,順益,200401,無,0,4,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
A5-677,順益,200304,無,0,14,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
KAA-3550,ISUZU,201603,無,1,6,有,139.75kW(190PS),52.3kg-m,750,235,8.5,5193,有,引擎排氣煞車,無,502
KAA-3586,ISUZU,200705,無,0,0,有,無資料,無資料,734,234,8.7,5193,無,無,無,502
KAE-365,順益,200502,無,0,0,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
KAE-367,順益,200612,無,0,0,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,502
063-V6,TOYOTA,201502,無,0,0,有,110kW/2700rpm,405123.6kg-m,699,203,5.44,4009,有,引擎排氣煞車,無,509
070-V6,TOYOTA,201502,無,0,4,有,110kW/2700rpm,405123.6kg-m,699,203,5.44,4009,有,引擎排氣煞車,無,509
256-SS,順益,201007,無,0,2,有,204.5kw(278ps),82kg-m,1216,250,15.5,7545,無,引擎排氣煞車,無,509
708-WW,順益,201207,無,0,1,有,204.5kw(278ps),82kg-m,1215,250,15.5,7545,無,引擎排氣煞車,無,509
756-WW,TOYOTA,201302,無,0,1,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,509
758-TT,順益,201205,無,0,1,有,279.5kw(380ps),175kg-m,1220,250,17.0,12882,無,引擎排氣煞車,無,509
815-V6,TOYOTA,201304,無,0,2,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,509
827-V6,TOYOTA,201402,無,0,0,有,110KW,1800KG-M,699,204,5.44,4009,有,引擎排氣煞車,無,509
837-V6,順益,201501,無,0,4,有,199kW,80kg-m,1215,250,16.1,7545,有,引擎排氣煞車,無,509
861-V6,TOYOTA,201505,無,0,1,有,110kW/2700rpm,405123.6kg-m,699,203,5.44,4009,有,引擎排氣煞車,無,509
902-EE,三陽,200907,無,0,10,有,136kw,71.4kg-m,843,250,11.15,4461,有,引擎排氣煞車,有,509
921-V6,TOYOTA,201701,無,1,0,有,110kW/2700rpm,40.5kg-m/1800rpm,699,208,5.44,4009,有,引擎排氣煞車,無,509
9U-637,VOLVO,200101,無,0,6,有,287kw,200.4kg-m,1219,250,23.5,12130,有,引擎排氣煞車,無,509
KAH-663,TOYOTA,201005,無,0,0,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,509
366-NN,斯堪尼亞,201102,無,0,4,有,228.0kW,158.1kg-m,1220,250,17.0,8867,有,引擎排氣煞車,無,522
460-LL,成運,200610,無,0,11,有,250.0KW,191.5kg-m,1220,250,17.0,10640,無,引擎排氣煞車,無,522
845-RR,斯堪尼亞,200906,無,0,6,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,522
900-RR,斯堪尼亞,201002,無,0,2,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,522
NN-278,國瑞,199804,無,0,2,有,198.6kw(270.0ps),97.0kg-m,1210,250,16.5,13267,無,無,無,522
NN-279,國瑞,199804,無,0,7,有,198.6kw(270.0ps),97.0kg-m,1210,250,16.5,13267,無,無,無,522
062-GG,VOLVO,199601,無,0,14,有,317kw,207.4kg-m,1220,250,17.0,11978,有,引擎排氣煞車,無,523
128-GG,SCANIA,199404,無,0,7,有,無資料,無資料,1220,250,16.5,11020,無,無,無,523
269-KK,順益,200502,無,0,13,有,257.4kw(350ps),145kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,523
616-SS,斯堪尼亞,201009,無,0,5,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,523
711-V6,成運,201501,無,0,0,有,無資料,無資料,1220,250,17.0,7640,無,無,無,523
753-V6,國瑞,200110,無,0,2,有,220.6kw(300.0ps),110.0kg-m,1220,250,16.5,10520,無,無,無,523
KAH-016,斯堪尼亞,201003,無,0,2,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,523
040-VV,斯堪尼亞,201108,無,0,6,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,581
080-V5,百盛,201410,無,0,2,有,無資料,無資料,1219,250,17.0,10824,無,無,無,581
691-WW,MITSUBISHI,201210,無,0,5,有,110.3kw(150ps),48kg-m,699,206,5.5,4899,無,無,無,581
353-NN,MITSUBISHI,200102,無,0,6,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,604
KAA-5130,富豪,201612,無,0,0,有,213kW,122kg-m,1220,250,17.0,7146,有,引擎排氣煞車,無,604
166-RR,順益,201107,無,0,3,有,204.5kw(278ps),82kg-m,1207,250,15.5,7545,無,引擎排氣煞車,無,616
346-BB,成運,200605,無,0,1,有,264.8kw(360ps),173kg-m,1198,247,17.0,10964,無,引擎減速器,無,616
479-AA,MITSUBISHI,199102,無,0,4,有,蒐集中,蒐集中,1180,250,16.5,11149,蒐集中,蒐集中,蒐集中,616
523-NN,順益,200605,無,0,23,有,176.5kw(240ps),72kg-m,1175,250,14.8,7545,無,引擎排氣煞車,無,616
608-FF,DAEWOO,200309,無,0,9,有,無資料,無資料,1200,249,16.0,8300,無,無,無,616
703-WW,成運,201206,無,0,3,有,250.1kw(340ps),145kg-m,1216,250,16.5,7640,有,無,無,616
705-WW,成運,201206,無,0,1,有,250.1kw(340ps),145kg-m,1216,250,16.5,7640,有,無,無,616
761-WW,順益,200602,無,0,1,有,176.5kw(240ps),72kg-m,1175,250,14.8,7545,無,引擎排氣煞車,無,616
762-WW,順益,200602,無,0,0,有,176.5kw(240ps),72kg-m,1175,250,14.8,7545,無,引擎排氣煞車,無,616
802-V6,順益,200602,無,0,0,有,176.5kw(240ps),72kg-m,1175,250,14.8,7545,無,引擎排氣煞車,無,616
803-V6,順益,200602,無,0,2,有,176.5kw(240ps),72kg-m,1175,250,14.8,7545,無,引擎排氣煞車,無,616
806-V6,順益,200602,無,0,1,有,176.5kw(240ps),72kg-m,1199,250,14.8,7545,無,引擎排氣煞車,無,616
807-V6,順益,200602,無,0,0,有,176.5kw(240ps),72kg-m,1199,250,14.8,7545,無,引擎排氣煞車,無,616
808-V6,順益,200602,無,0,1,有,176.5kw(240ps),72kg-m,1175,250,14.8,7545,無,引擎排氣煞車,無,616
845-EE,國瑞,201003,無,0,9,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,616
847-EE,國瑞,201003,無,0,10,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,616
849-EE,國瑞,201003,無,0,10,有,171.4kw(233.0ps),70.0kg-m,1198,250,14.5,7684,無,引擎排氣煞車,無,616
863-V6,SCANIA,199502,無,0,1,有,235.0kW,145.3kg-m,1220,250,16.5,11020,無,引擎排氣煞車,無,616
922-HH,國瑞,199801,無,0,0,有,198.6kw(270.0ps),97.0kg-m,1220,250,16.5,13267,無,無,無,616
925-V6,順益,200706,無,0,0,有,181.7kw(247ps),71kg-m,1195,250,15.5,7545,無,引擎排氣煞車,無,616
926-V6,順益,200706,無,0,0,有,181.7kw(247ps),71kg-m,1195,250,15.5,7545,無,引擎排氣煞車,無,616
927-V6,順益,200705,無,0,0,有,181.7kw(247ps),71kg-m,1195,250,15.5,7545,無,引擎排氣煞車,無,616
932-HH,日野,199503,無,0,0,有,147.1kw(200.0ps),58.0kg-m,1055,250,13.5,9419,無,無,無,616
935-HH,國瑞,199609,無,0,2,有,176.5kw(240.0ps),87.0kg-m,1200,247,15.5,13267,無,無,無,616
217-HH,TOYOTA,200203,無,0,6,有,無資料,無資料,699,203,5.29,4104,無,無,無,651
492-AA,ISUZU,200407,無,0,17,有,130.5kw(175.0hp),47.9kg-m,803,235,8.7,4751,無,無,無,651
552-QQ,TOYOTA,200801,無,0,3,有,110.0kw,40.5kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,651
917-AA,福方,200505,無,0,12,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,有,651
9U-577,VOLVO,200201,無,0,13,有,287kw,200.4kg-m,1217,250,17.0,12130,有,引擎排氣煞車,無,651
077-UU,順益,201209,無,0,6,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
078-UU,順益,201209,無,0,7,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
079-UU,順益,201209,無,0,5,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
080-UU,順益,201209,無,0,1,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
087-WW,順益,201212,無,0,10,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
088-WW,順益,201212,無,0,4,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
102-TT,順益,201103,無,0,11,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
105-UU,順益,201212,無,0,4,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
106-TT,順益,201103,無,0,26,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
106-UU,順益,201212,無,0,3,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
107-TT,順益,201103,無,0,37,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
107-UU,順益,201212,無,0,12,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
108-UU,順益,201212,無,0,6,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
109-UU,順益,201212,無,0,2,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
177-TT,順益,201106,無,2,8,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
241-UU,順益,201212,無,0,9,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
242-UU,順益,201212,無,0,2,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
243-UU,順益,201212,無,0,11,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
256-UU,順益,201209,無,0,6,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
257-UU,順益,201209,無,0,4,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
258-UU,順益,201209,無,0,1,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
259-UU,順益,201209,無,0,7,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
260-UU,順益,201209,無,1,27,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
261-UU,順益,201209,無,0,6,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
319-YY,順益,201402,無,0,4,有,199kw,80kg-m,1199,250,15.5,7545,有,引擎排氣煞車,有,680
320-YY,順益,201402,無,0,3,有,199kw,80kg-m,1199,250,15.5,7545,有,引擎排氣煞車,有,680
321-YY,順益,201402,無,0,5,有,199kw,80kg-m,1199,250,15.5,7545,有,引擎排氣煞車,有,680
322-YY,順益,201402,無,0,11,有,199kw,80kg-m,1199,250,15.5,7545,有,引擎排氣煞車,有,680
323-YY,順益,201402,無,0,3,有,199kw,80kg-m,1199,250,15.5,7545,有,引擎排氣煞車,有,680
623-TT,順益,201202,無,0,10,有,204.5kw(278ps),82kg-m,1210,250,15.5,7545,無,引擎排氣煞車,有,680
625-TT,順益,201202,無,0,11,有,204.5kw(278ps),82kg-m,1210,250,15.5,7545,無,引擎排氣煞車,有,680
626-TT,順益,201202,無,0,10,有,204.5kw(278ps),82kg-m,1210,250,15.5,7545,無,引擎排氣煞車,有,680
627-TT,順益,201202,無,0,5,有,204.5kw(278ps),82kg-m,1210,250,15.5,7545,無,引擎排氣煞車,有,680
628-TT,順益,201202,無,0,8,有,204.5kw(278ps),82kg-m,1210,250,15.5,7545,無,引擎排氣煞車,有,680
825-UU,順益,201103,無,0,2,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
987-UU,順益,201201,無,0,24,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
989-UU,順益,201201,無,0,9,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,680
051-AA,MITSUBISHI,200401,無,0,4,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,702
301-CC,MITSUBISHI,200501,無,0,4,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,702
302-CC,MITSUBISHI,200505,無,0,7,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,702
329-YY,TOYOTA,201404,無,0,3,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,702
499-TT,TOYOTA,201202,無,0,1,有,110.0kw,40.5kg-m,699,204,5.44,4009,有,引擎排氣煞車,無,702
809-CC,三菱,200101,無,0,8,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,702
KAA-0551,TOYOTA,201703,無,0,0,有,110kW/2700rpm,40.5kg-m/1800rpm,699,208,5.44,4009,有,引擎排氣煞車,無,702
143-YY,TOYOTA,200606,無,0,1,有,無資料,無資料,699,202,5.29,4104,無,無,無,720
145-TT,TOYOTA,200201,無,0,22,有,無資料,無資料,699,203,5.29,4104,無,無,無,720
389-CC,MITSUBISHI,200906,無,0,5,有,110.3kw(150ps),48kg-m,699,206,5.5,4899,無,無,無,720
622-BB,MITSUBISHI,200608,無,0,15,有,108.1kw(147ps),38kg-m,699,201,5.7,3907,無,無,無,720
635-BB,TOYOTA,200606,無,0,4,有,無資料,無資料,699,202,5.29,4104,無,無,無,720
641-BB,TOYOTA,200606,無,0,12,有,無資料,無資料,699,202,5.29,4104,無,無,無,720
667-TT,TOYOTA,200703,無,0,3,有,110.0kw,40.5kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,720
668-TT,五十鈴,201101,無,0,4,有,176.5kw(240.0ps),72kg-m,1175,250,14.5,7790,無,無,無,720
689-TT,TOYOTA,200703,無,0,12,有,110.0kw,40.5kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,720
696-TT,TOYOTA,200703,無,0,5,有,110.0kw,40.5kg-m,699,203,5.29,4009,無,引擎排氣煞車,無,720
857-TT,國瑞,201204,無,0,5,有,193.4kw(263.0ps),81.0kg-m,1220,250,16.0,7684,無,無,無,720
A5-599,TOYOTA,200305,無,1,11,有,無資料,無資料,699,203,5.29,4104,無,無,無,720
A5-903,TOYOTA,200401,無,0,7,有,無資料,無資料,699,203,5.29,4104,無,無,無,720
KAA-0330,MITSUBISHI,200302,無,0,0,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,引擎排氣煞車,無,720
KAA-0386,TOYOTA,201702,無,0,0,有,110kW/2700rpm,40.5kg-m/1800rpm,699,208,5.44,4009,有,引擎排氣煞車,無,720
KAA-0387,TOYOTA,201702,無,1,0,有,110kW/2700rpm,40.5kg-m/1800rpm,699,208,5.44,4009,有,引擎排氣煞車,無,720
035-V8,成運,201503,無,1,1,有,無資料,無資料,1220,250,17.0,7640,無,無,無,760
086-NN,成運,201108,無,0,4,有,250.1kw(340ps),145kg-m,1220,250,16.5,7640,有,無,無,760
086-ZZ,MAN,201408,無,0,5,有,294kW,193.8kg-m,1220,250,17.0,10518,有,引擎排氣煞車,無,760
147-AA,TOYOTA,200403,無,0,17,有,無資料,無資料,699,203,5.29,4104,無,無,無,760
162-KK,HYUNDAI,200503,無,0,38,有,無資料,無資料,1220,250,16.5,12920,無,無,無,760
168-FF,TOYOTA,199902,無,0,3,有,無資料,無資料,699,202,5.29,4104,無,無,無,760
207-V6,成運,201404,無,0,0,有,250.1kw(340ps),145kg-m,1220,250,17.0,7640,有,無,無,760
220-V6,ISUZU,201402,無,0,8,有,139.7kw(190ps),無資料,758,235,8.5,5193,無,無,無,760
255-V6,ISUZU,201405,無,0,3,有,無資料,無資料,758,235,8.5,5193,無,無,無,760
267-V6,ISUZU,201403,無,0,1,有,無資料,無資料,763,237,8.5,5193,無,無,無,760
277-MM,ISUZU,200703,無,0,11,有,139.7kw(190.0ps),52.3kg-m,750,235,8.7,5193,無,無,無,760
282-W2,順益,201505,無,0,12,有,199kW,80kg-m,1215,249,16.1,7545,有,引擎排氣煞車,有,760
287-V6,TOYOTA,200402,無,0,4,有,無資料,無資料,699,203,5.29,4104,無,無,無,760
288-V6,ISUZU,201409,無,0,6,有,無資料,無資料,758,235,8.5,5193,無,無,無,760
288-XX,斯堪尼亞,201204,無,0,3,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,760
289-V6,成運,201505,無,0,0,有,無資料,無資料,1220,250,17.0,10964,無,無,無,760
307-V6,ISUZU,201403,無,0,2,有,無資料,無資料,763,237,8.5,5193,無,無,無,760
309-DD,百盛,201307,無,0,248,有,324kw,212kg-m,1219,250,17.0,10824,有,引擎排氣煞車,無,760
316-V6,成運,201509,無,0,0,有,無資料,無資料,1220,250,17.0,7640,無,無,無,760
319-V6,成運,201508,無,0,1,有,無資料,無資料,1220,250,17.0,7640,無,無,無,760
338-V6,國瑞,201507,無,17,10,有,208.88kW(284PS),88kg-m,1220,250,16.0,7684,有,引擎排氣煞車,無,760
352-GG,福方,200401,無,0,12,有,250.0kW,163.2kg-m,1220,250,17.0,10640,無,引擎減速器,無,760
358-V6,成運牌,201511,無,0,1,有,無資料,無資料,1220,250,17.0,7640,無,無,無,760
377-QQ,成運,200705,無,0,10,有,279.0KW,193.7kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,760
436-EE,斯堪尼亞,201008,無,0,7,有,279.0kW,193.8kg-m,1220,250,17.0,11705,有,引擎排氣煞車,無,760
490-RR,斯堪尼亞,201003,無,0,4,有,228.0kW,158.1kg-m,1220,250,17.0,8867,有,引擎排氣煞車,有,760
521-HH,成運,200609,無,0,10,有,250.0KW,191.5kg-m,1220,250,17.0,10640,無,引擎排氣煞車,無,760
523-V8,順益,201212,無,0,18,有,204.5kw(278ps),82kg-m,1199,250,15.5,7545,無,引擎排氣煞車,有,760
528-QQ,MITSUBISHI,200208,無,0,9,有,235.4kw(320ps),125kg-m,1220,250,17.0,11945,無,無,無,760
537-WW,ISUZU,201307,無,0,11,有,139.7kw(190.0ps),52.3kg-m,763,237,8.5,5193,無,無,有,760
538-NN,成運,200608,無,1,36,有,無資料,無資料,1220,250,17.0,10640,無,無,無,760
